region,rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_range
reno / tahoe,11000,2003,toyota,4runner,excellent,8,gas,automatic,4wd,SUV,200k-300k
others,20000,2013,mercedes-benz,s-class,good,8,gas,automatic,rwd,sedan,50k-100k
spokane / coeur d'alene,20000,1996,others,riviera supercharged,excellent,6,gas,automatic,fwd,coupe,50k-100k
south florida,4000,2004,gmc,yukon denali xl,good,5,gas,automatic,4wd,sedan,200k-300k
others,10000,2010,ford,f-150,good,8,gas,automatic,4wd,sedan,200k-300k
others,51000,2020,chevrolet,tahoe lt sport utility,good,5,other,other,4wd,SUV,20k-50k
ft myers / SW florida,16000,2012,lexus,ct 200h premium hatchback,good,5,hybrid,automatic,fwd,hatchback,50k-100k
others,27000,2013,chevrolet,suburban lt 2500,excellent,8,gas,automatic,4wd,SUV,100k-150k
stockton,8000,2007,bmw,5-series,excellent,6,gas,automatic,rwd,sedan,100k-150k
others,14000,2008,jeep,wrangler x,excellent,6,gas,manual,4wd,truck,100k-150k
others,18000,2015,honda,cr-v,excellent,5,gas,automatic,4wd,SUV,50k-100k
raleigh / durham / CH,10000,2008,gmc,acadia,good,5,gas,automatic,fwd,sedan,50k-100k
south jersey,30000,2012,mercedes-benz,c-class c 63 amg,good,5,other,other,4wd,coupe,50k-100k
others,20000,2012,ford,f-150,good,6,gas,automatic,4wd,pickup,100k-150k
dallas / fort worth,16000,2017,hyundai,tucson,good,4,gas,automatic,fwd,SUV,100k-150k
others,20000,2004,honda,f-150,excellent,6,gas,automatic,4wd,sedan,50k-100k
others,8000,2007,bmw,335i,excellent,6,gas,automatic,4wd,convertible,100k-150k
others,15000,2012,bmw,1 series 128i coupe 2d,good,5,other,other,4wd,coupe,50k-100k
others,54000,2014,chevrolet,corvette stingray,good,5,gas,manual,rwd,sedan,0-20k
others,16000,2016,chevrolet,cruze limited 1lt,good,5,gas,automatic,fwd,sedan,0-20k
"washington, DC",10000,2007,toyota,camry,good,5,gas,automatic,4wd,sedan,20k-50k
others,6000,1998,ford,ranger xlt,excellent,5,gas,automatic,4wd,truck,150k-200k
others,21000,2014,chevrolet,silverado 1500 4x4 z71,excellent,8,gas,automatic,4wd,pickup,150k-200k
others,10000,2011,mercedes-benz,c-class c 300,excellent,6,gas,other,4wd,sedan,100k-150k
others,37000,2019,chevrolet,camaro ss coupe 2d,good,8,gas,other,rwd,coupe,20k-50k
phoenix,32000,2019,subaru,crosstrek hybrid sport,good,5,gas,other,4wd,hatchback,0-20k
others,27000,2017,nissan,titan crew cab sv pickup,good,8,gas,other,4wd,pickup,20k-50k
others,19000,2013,ford,expedition xl 4x4,excellent,8,gas,automatic,4wd,SUV,50k-100k
des moines,30000,2002,ford,Sterling L8511 Sterling Plow/Dump Truck with Sander,good,6,other,automatic,rwd,sedan,150k-200k
stockton,13000,2015,toyota,camry,good,5,gas,automatic,fwd,sedan,100k-150k
others,30000,2019,nissan,frontier sl,excellent,6,gas,automatic,rwd,SUV,0-20k
san diego,8000,2005,others,x-type,like new,6,gas,automatic,4wd,wagon,20k-50k
others,4000,2005,others,3,good,4,gas,automatic,fwd,sedan,150k-200k
others,14000,2007,chevrolet,silverado,excellent,8,gas,automatic,4wd,truck,100k-150k
others,4000,2006,honda,accord,good,4,gas,automatic,fwd,sedan,150k-200k
others,25000,2017,lexus,es 350 sedan 4d,good,6,gas,automatic,fwd,sedan,20k-50k
cincinnati,20000,2012,hyundai,sonata,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2004,toyota,camry,good,5,gas,automatic,4wd,sedan,200k-300k
others,30000,2018,dodge,durango,excellent,6,gas,automatic,4wd,SUV,50k-100k
nashville,13000,2012,jeep,grand cherokee,good,6,gas,automatic,4wd,SUV,100k-150k
baltimore,12000,2013,ford,escape,good,4,gas,automatic,4wd,SUV,100k-150k
others,20000,2005,gmc,sierra 2500hd slt,good,8,diesel,automatic,4wd,sedan,50k-100k
others,28000,2016,lexus,nx 200t sport utility 4d,good,5,gas,automatic,4wd,hatchback,0-20k
inland empire,13000,2011,bmw,335i,excellent,6,gas,automatic,rwd,sedan,50k-100k
others,14000,1946,ford,1946 Plymouth,good,6,gas,manual,rwd,coupe,20k-50k
chicago,14000,2008,ford,mack pinnacle cxu613,good,6,diesel,manual,4wd,truck,500k+
others,8000,2013,hyundai,sonata,like new,4,gas,automatic,fwd,sedan,100k-150k
others,34000,2020,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,0-20k
chicago,22000,2017,chrysler,pacifica touring-l,good,6,gas,other,fwd,van,20k-50k
grand rapids,31000,2017,cadillac,xt5,excellent,6,gas,automatic,4wd,wagon,20k-50k
detroit metro,34000,2019,cadillac,ct6,excellent,6,gas,automatic,4wd,sedan,20k-50k
others,27000,2017,cadillac,cts 2.0 luxury sedan 4d,good,5,gas,other,4wd,sedan,20k-50k
others,27000,2020,jeep,cherokee,good,4,gas,other,4wd,SUV,0-20k
stockton,27000,2013,bmw,640i,good,5,gas,automatic,4wd,coupe,50k-100k
tucson,8000,2010,ford,fusion,good,4,gas,manual,fwd,sedan,100k-150k
others,4000,2001,chevrolet,venture,good,6,gas,automatic,fwd,mini-van,150k-200k
others,7000,2004,jeep,grand cherokee 4dr laredo 4wd,good,6,gas,automatic,4wd,SUV,150k-200k
san diego,20000,2008,toyota,tacoma trd,like new,6,gas,automatic,rwd,pickup,50k-100k
inland empire,6000,1965,others,skylark convertible,excellent,0,gas,automatic,4wd,sedan,50k-100k
others,16000,2017,jeep,compass,good,5,gas,automatic,4wd,sedan,50k-100k
others,14000,2015,chevrolet,malibu,like new,6,gas,automatic,fwd,sedan,20k-50k
others,6000,2003,toyota,corolla,good,5,gas,automatic,fwd,sedan,200k-300k
others,29000,2014,dodge,challenger r/t classic,good,8,other,other,rwd,coupe,0-20k
others,4000,2002,toyota,rav4,good,4,gas,automatic,fwd,SUV,100k-150k
others,8000,2004,nissan,titan,good,5,gas,automatic,4wd,sedan,150k-200k
others,9000,2008,nissan,rogue sl,good,4,gas,automatic,4wd,wagon,100k-150k
others,30000,2015,ram,2500,good,5,gas,automatic,fwd,pickup,50k-100k
others,40000,2019,ram,1500 crew cab big horn,good,6,gas,other,4wd,pickup,20k-50k
others,9000,2016,others,6,excellent,6,gas,automatic,4wd,sedan,100k-150k
houston,7000,2002,cadillac,deville,good,8,gas,other,fwd,sedan,50k-100k
others,20000,2014,ram,1500,good,8,gas,automatic,4wd,truck,100k-150k
new york city,7000,2009,mercedes-benz,benz clk350,good,5,gas,automatic,4wd,sedan,150k-200k
portland,19000,2017,volkswagen,tiguan limited 2.0t,good,5,other,other,4wd,other,20k-50k
others,20000,1999,others,montero sport,good,5,gas,automatic,fwd,SUV,100k-150k
others,5000,2005,chevrolet,malibu,excellent,5,gas,automatic,fwd,sedan,100k-150k
others,22000,2013,ford,f-150,good,5,gas,automatic,4wd,sedan,100k-150k
others,10000,2010,toyota,rav4,like new,4,gas,automatic,4wd,SUV,100k-150k
others,17000,2012,mercedes-benz,benz s350,excellent,6,diesel,automatic,4wd,sedan,150k-200k
others,4000,2006,toyota,scion xa hatchback,good,4,gas,automatic,fwd,hatchback,100k-150k
others,17000,2004,ford,f-250 diesel,excellent,8,diesel,automatic,4wd,pickup,150k-200k
inland empire,8000,2016,chrysler,200,good,5,gas,automatic,4wd,sedan,100k-150k
orange county,10000,2014,others,cooper countryman,excellent,4,gas,automatic,fwd,wagon,0-20k
milwaukee,8000,2012,chrysler,town and country,good,6,gas,automatic,fwd,mini-van,100k-150k
raleigh / durham / CH,11000,2011,bmw,x5,excellent,6,diesel,automatic,4wd,SUV,500k+
others,20000,2019,ford,transit-250 base,good,6,gas,automatic,rwd,van,20k-50k
oklahoma city,25000,2012,ram,2500 slt 4x4 cummins,good,5,diesel,automatic,4wd,sedan,200k-300k
oklahoma city,20000,2003,volkswagen,jetta,fair,6,gas,manual,fwd,sedan,100k-150k
others,32000,2016,ram,2500,good,5,diesel,automatic,4wd,pickup,100k-150k
others,6000,1997,ford,Navistar 4700,good,5,diesel,manual,4wd,sedan,100k-150k
others,20000,2004,subaru,impreza,good,4,gas,automatic,4wd,sedan,100k-150k
"washington, DC",14000,2010,mercedes-benz,c-class,excellent,6,gas,automatic,4wd,sedan,50k-100k
tucson,10000,2017,hyundai,elantra,like new,4,gas,automatic,fwd,sedan,50k-100k
others,28000,2018,ford,mustang,good,5,gas,automatic,rwd,convertible,50k-100k
chicago,18000,2011,ford,n Rogue Sport,good,4,gas,automatic,4wd,SUV,0-20k
others,20000,1989,others,mark vii,good,5,gas,automatic,4wd,sedan,50k-100k
others,40000,2019,chevrolet,silverado 1500 crew,good,5,gas,other,4wd,pickup,20k-50k
others,20000,2007,chevrolet,colorado crew cab,salvage,5,gas,automatic,rwd,pickup,200k-300k
others,15000,2009,ram,1500,good,8,gas,automatic,4wd,truck,100k-150k
others,10000,2014,others,cx-5,good,4,gas,automatic,4wd,sedan,100k-150k
detroit metro,8000,2014,jeep,patriot,good,4,gas,automatic,4wd,sedan,100k-150k
oklahoma city,6000,2002,toyota,tacoma,good,5,gas,manual,4wd,sedan,150k-200k
san diego,11000,2010,mercedes-benz,benz glk 350,excellent,6,gas,automatic,rwd,SUV,100k-150k
others,20000,2012,toyota,scion tc,salvage,4,gas,automatic,4wd,hatchback,50k-100k
others,31000,2020,ford,ranger supercab xl pickup,good,5,gas,other,4wd,pickup,0-20k
others,12000,2014,toyota,camry hybrid xle,excellent,4,gas,automatic,4wd,sedan,100k-150k
central NJ,20000,2018,mercedes-benz,gle-class,good,5,gas,automatic,4wd,SUV,0-20k
others,15000,2011,cadillac,escalade esv,good,8,gas,automatic,4wd,SUV,150k-200k
others,17000,2015,others,mkx base awd! awd,excellent,6,gas,automatic,4wd,SUV,50k-100k
columbus,14000,2011,bmw,5-series,excellent,6,gas,automatic,rwd,sedan,100k-150k
seattle-tacoma,20000,1991,ford,ranger,fair,6,gas,manual,rwd,pickup,150k-200k
others,10000,2009,honda,accord sedan,good,4,gas,automatic,fwd,sedan,100k-150k
others,12000,2016,hyundai,sonata hybrid,good,4,hybrid,automatic,fwd,sedan,0-20k
north jersey,8000,2007,chevrolet,avalanche,excellent,8,gas,automatic,4wd,sedan,100k-150k
others,58000,2017,ford,f350 power stroke lariat,good,5,diesel,automatic,4wd,truck,50k-100k
albuquerque,11000,2012,honda,accord se,like new,4,gas,automatic,fwd,sedan,100k-150k
atlanta,20000,1952,chevrolet,f-150,good,6,gas,automatic,rwd,truck,0-20k
others,17000,2016,hyundai,sonata eco sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
raleigh / durham / CH,8000,2014,ford,2014 Nissa Sentra SV,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,7000,2007,ford,e250 econoline,good,8,gas,automatic,4wd,sedan,100k-150k
others,30000,2019,chrysler,300 300s sedan 4d,good,5,other,other,rwd,sedan,0-20k
others,30000,2017,ford,expedition xlt sport,good,6,gas,other,4wd,SUV,50k-100k
des moines,6000,2008,audi,a6 quattro,good,6,gas,automatic,4wd,sedan,100k-150k
others,7000,2006,subaru,impreza,good,5,gas,automatic,4wd,wagon,100k-150k
others,20000,2013,subaru,outback wgn h4 auto 2.,excellent,4,gas,automatic,4wd,wagon,100k-150k
"st louis, MO",17000,2016,ford,transit connect,good,5,gas,automatic,4wd,van,50k-100k
long island,7000,2008,jeep,grand cherokee laredo 4x4,good,6,gas,automatic,4wd,sedan,100k-150k
others,12000,2014,nissan,maxima sv w/sport pkg,good,5,gas,automatic,4wd,sedan,50k-100k
tampa bay area,14000,2011,cadillac,srx,good,6,gas,automatic,fwd,SUV,50k-100k
rochester,17000,2009,chevrolet,silverado 1500,excellent,5,gas,automatic,4wd,pickup,50k-100k
minneapolis / st paul,32000,2018,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,20k-50k
others,9000,2010,cadillac,sts awd sedan cars,excellent,6,gas,automatic,4wd,sedan,50k-100k
others,36000,2019,toyota,tacoma,like new,6,gas,automatic,rwd,pickup,0-20k
others,10000,2012,honda,crosstour,like new,6,gas,automatic,4wd,SUV,100k-150k
others,29000,2016,toyota,4runner sr5 premium sport,good,6,gas,other,4wd,SUV,50k-100k
others,5000,2009,audi,a3,good,4,gas,automatic,4wd,wagon,150k-200k
others,34000,2017,ram,1500 crew cab tradesman,good,8,gas,other,4wd,pickup,0-20k
others,40000,2017,toyota,tundra crewmax sr5,good,8,gas,automatic,4wd,pickup,50k-100k
others,20000,1990,chevrolet,silverado 1500,fair,8,gas,automatic,rwd,pickup,100k-150k
dallas / fort worth,41000,2016,gmc,sierra 1500,excellent,5,gas,automatic,4wd,pickup,50k-100k
others,20000,2018,jeep,wrangler,good,6,gas,manual,4wd,SUV,20k-50k
others,18000,2012,others,qx56 4x4,good,8,gas,automatic,4wd,SUV,100k-150k
portland,7000,2008,toyota,camry hybrid,fair,4,hybrid,automatic,fwd,sedan,100k-150k
others,22000,2018,toyota,prius,like new,5,gas,automatic,4wd,sedan,20k-50k
others,7000,1996,ford,mustang cobra convertible,good,5,gas,automatic,4wd,sedan,100k-150k
phoenix,10000,2014,nissan,nv200 cargo van,excellent,5,gas,other,4wd,sedan,100k-150k
grand rapids,28000,2008,ford,econoline cargo van,good,8,gas,automatic,rwd,truck,50k-100k
orlando,22000,2017,others,regal premium ii sedan 4d,good,5,gas,other,fwd,sedan,0-20k
orlando,15000,2016,others,qx60,good,6,gas,automatic,fwd,SUV,150k-200k
others,20000,2016,gmc,2500,good,5,diesel,automatic,4wd,sedan,50k-100k
reno / tahoe,30000,2015,chevrolet,silverado 1500 double,good,5,other,other,4wd,pickup,20k-50k
des moines,21000,2016,cadillac,srx,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,23000,2014,ford,f-150,good,6,gas,automatic,4wd,truck,20k-50k
others,27000,2018,honda,accord sport 2.0t,excellent,4,gas,automatic,4wd,other,20k-50k
others,22000,1972,ford,1972 Karman Ghia,excellent,4,gas,manual,rwd,coupe,20k-50k
others,23000,2016,jeep,grand cherokee,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,22000,2013,ford,f150 4wd,excellent,5,gas,automatic,4wd,sedan,100k-150k
las vegas,17000,2002,ford,thunderbird convertible,excellent,8,gas,automatic,4wd,convertible,50k-100k
others,20000,2007,chevrolet,suburban 1500,excellent,8,gas,automatic,rwd,SUV,150k-200k
others,30000,2021,gmc,terrain sle,excellent,4,gas,automatic,4wd,SUV,0-20k
others,10000,2017,nissan,altima,good,5,gas,automatic,fwd,sedan,50k-100k
others,5000,2008,toyota,camry,good,5,hybrid,automatic,4wd,sedan,150k-200k
others,5000,2005,toyota,prius hatchback,excellent,4,hybrid,automatic,4wd,sedan,0-20k
las vegas,23000,2013,audi,q7,good,6,gas,automatic,4wd,SUV,50k-100k
others,13000,2004,toyota,tundra,good,8,gas,automatic,4wd,truck,100k-150k
others,20000,2010,ford,-,excellent,6,gas,automatic,fwd,sedan,0-20k
others,12000,2015,chrysler,200,good,4,gas,automatic,fwd,sedan,100k-150k
portland,44000,2018,ford,f-150 xlt,good,6,gas,automatic,4wd,sedan,0-20k
others,20000,2018,audi,a4,good,5,gas,automatic,4wd,sedan,20k-50k
north jersey,18000,2015,subaru,wrx,good,5,gas,manual,4wd,sedan,100k-150k
long island,37000,2020,chevrolet,camaro lt1 coupe 2d,good,8,gas,manual,rwd,coupe,0-20k
others,29000,2017,chevrolet,silverado 1500 lt z71 4x4,good,8,gas,automatic,4wd,truck,50k-100k
others,5000,1992,ford,1992 Suzuki Cappucino,good,3,gas,manual,rwd,convertible,0-20k
denver,9000,2009,subaru,forester xt,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,7000,2012,ford,econoline,good,5,gas,automatic,4wd,sedan,200k-300k
portland,20000,2014,others,cayman,good,5,gas,automatic,rwd,sedan,20k-50k
others,10000,2015,toyota,camry,good,5,gas,automatic,fwd,sedan,50k-100k
jacksonville,24000,2017,jeep,grand cherokee,like new,6,gas,automatic,4wd,SUV,50k-100k
milwaukee,9000,2011,honda,accord,excellent,5,gas,automatic,fwd,sedan,100k-150k
orange county,18000,2018,ford,ecosport se sport utility,good,5,gas,other,fwd,hatchback,20k-50k
others,43000,2020,dodge,durango rt awd gas suv,good,5,gas,automatic,4wd,SUV,20k-50k
others,41000,2019,toyota,tacoma,good,5,gas,automatic,4wd,pickup,20k-50k
others,20000,2011,kia,sorento,good,4,gas,automatic,fwd,SUV,150k-200k
others,30000,2016,ford,mustang gt coupe 2d,good,8,gas,automatic,rwd,coupe,0-20k
north jersey,14000,2013,nissan,nv,good,5,gas,automatic,fwd,van,100k-150k
albuquerque,4000,2005,bmw,325i,good,6,gas,automatic,fwd,sedan,150k-200k
others,40000,2014,jeep,grand cherokee,good,8,gas,automatic,4wd,SUV,100k-150k
others,50000,2013,ford,f550,excellent,10,gas,automatic,rwd,truck,150k-200k
others,7000,2004,gmc,sierra 1500 slt,good,5,gas,automatic,4wd,sedan,150k-200k
others,47000,2014,chevrolet,corvette stingray,good,8,gas,other,rwd,other,0-20k
others,20000,1973,others,defender,excellent,4,diesel,manual,4wd,SUV,20k-50k
others,30000,2012,ram,pickup 3500,good,6,diesel,automatic,4wd,pickup,100k-150k
others,12000,2013,kia,optima ex sedan automatic,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,47000,2016,ram,2500 powerwagon,good,5,gas,automatic,4wd,truck,50k-100k
others,9000,2004,bmw,325ci,good,5,gas,automatic,4wd,coupe,100k-150k
others,8000,2012,hyundai,sonata gls,excellent,4,gas,automatic,fwd,sedan,100k-150k
sacramento,4000,2007,hyundai,santa fe limited awd,excellent,6,gas,automatic,4wd,SUV,150k-200k
others,20000,1967,others,p1800,fair,4,gas,manual,rwd,coupe,50k-100k
others,20000,2007,others,vue,good,4,gas,automatic,fwd,hatchback,100k-150k
others,8000,2001,ford,excursion,excellent,10,gas,automatic,4wd,sedan,200k-300k
raleigh / durham / CH,24000,2018,honda,accord sport sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,31000,2018,acura,mdx sh-awd sport utility,good,6,gas,other,4wd,SUV,20k-50k
others,12000,2019,others,mirage g4 es cvt,good,5,gas,automatic,fwd,sedan,0-20k
others,8000,2010,nissan,maxima,good,6,gas,automatic,fwd,sedan,100k-150k
others,8000,2014,nissan,rogue s,good,4,gas,automatic,fwd,SUV,100k-150k
others,8000,2010,toyota,highlander base 4wd,excellent,6,gas,automatic,4wd,SUV,150k-200k
others,20000,2012,ford,International,good,5,diesel,automatic,4wd,sedan,50k-100k
others,22000,2018,hyundai,santa fe sport 2.4l auto,good,5,gas,automatic,fwd,SUV,0-20k
others,21000,2017,nissan,pathfinder,good,6,gas,automatic,fwd,SUV,50k-100k
others,10000,2001,toyota,tundra sr5,excellent,8,gas,automatic,4wd,truck,100k-150k
charlotte,14000,2012,nissan,370z,good,5,gas,automatic,fwd,coupe,100k-150k
others,38000,2019,acura,rdx fwd w/a-spec pkg sport,good,5,other,other,fwd,SUV,20k-50k
others,20000,2013,ford,e-250 cargo van,excellent,8,gas,automatic,4wd,van,50k-100k
others,9000,2006,acura,tsx,good,4,gas,automatic,fwd,sedan,50k-100k
others,29000,2016,subaru,wrx sti sedan 4d,good,5,other,other,4wd,sedan,50k-100k
others,24000,2015,toyota,tacoma,good,6,gas,automatic,4wd,pickup,100k-150k
ft myers / SW florida,16000,2010,others,g g37x sedan 4d,good,6,gas,other,4wd,sedan,50k-100k
milwaukee,15000,2019,ford,ecosport,excellent,4,gas,automatic,4wd,SUV,50k-100k
others,7000,2015,ford,escape,good,5,gas,automatic,4wd,sedan,150k-200k
cincinnati,20000,2013,kia,optima,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,4000,2004,ford,explorer xlt 4wd,good,6,gas,automatic,4wd,sedan,100k-150k
raleigh / durham / CH,20000,2013,chevrolet,volt,good,5,gas,automatic,4wd,sedan,50k-100k
others,17000,2013,chevrolet,camaro ls,good,5,gas,manual,4wd,sedan,20k-50k
others,14000,1946,ford,international harvester,good,5,gas,manual,4wd,sedan,20k-50k
others,5000,2006,chrysler,300 touring,good,8,gas,automatic,rwd,sedan,100k-150k
others,20000,2019,chevrolet,lifted silverado 3500,good,5,diesel,automatic,4wd,truck,20k-50k
denver,19000,2012,mercedes-benz,gl-class gl 450,good,8,gas,automatic,4wd,other,100k-150k
others,43000,2018,audi,s5 premium plus coupe 2d,good,6,gas,other,4wd,coupe,0-20k
others,49000,2021,jeep,gladiator overland,excellent,6,gas,automatic,4wd,truck,0-20k
central NJ,6000,2010,honda,pilot,excellent,6,gas,automatic,4wd,SUV,150k-200k
colorado springs,20000,2002,hyundai,santa fe,good,6,gas,automatic,4wd,sedan,150k-200k
houston,27000,2017,nissan,titan single cab sv,good,8,gas,other,4wd,pickup,20k-50k
others,23000,2012,dodge,challenger r/t coupe 2d,good,8,gas,other,rwd,coupe,50k-100k
others,24000,2016,chevrolet,silverado 1500 regular,good,6,gas,other,4wd,pickup,20k-50k
others,20000,2010,ford,ranger,good,4,gas,automatic,rwd,truck,100k-150k
stockton,40000,2018,chevrolet,colorado,good,5,gas,automatic,4wd,pickup,20k-50k
seattle-tacoma,30000,2005,ford,super duty f-750 straight frame,good,6,diesel,manual,rwd,sedan,50k-100k
others,36000,2013,ford,f-150 fx4 lifted crew ecoboost 3.5liter,good,6,gas,automatic,4wd,pickup,50k-100k
south jersey,25000,2014,bmw,650i,good,5,gas,automatic,4wd,coupe,50k-100k
dallas / fort worth,30000,2019,honda,cr-v,good,5,gas,automatic,fwd,SUV,0-20k
austin,19000,2018,others,mazda3 touring sedan 4d,good,5,gas,other,fwd,sedan,0-20k
others,54000,2021,ford,super duty f-250,good,8,gas,automatic,4wd,truck,0-20k
dallas / fort worth,19000,2013,toyota,tacoma,excellent,6,gas,automatic,rwd,pickup,150k-200k
others,12000,2015,bmw,i3 tera world,like new,5,hybrid,automatic,4wd,sedan,20k-50k
nashville,19000,2014,others,qx60,good,5,gas,automatic,4wd,SUV,50k-100k
chicago,5000,2005,others,eclipse,like new,6,gas,manual,fwd,coupe,50k-100k
nashville,32000,2018,others,xc60,good,4,gas,automatic,4wd,SUV,20k-50k
others,18000,2014,ram,1500,good,8,gas,automatic,4wd,pickup,150k-200k
colorado springs,45000,2018,ram,2500,good,5,diesel,automatic,4wd,pickup,50k-100k
others,20000,2010,honda,odyssey,good,5,gas,automatic,fwd,sedan,150k-200k
rochester,16000,2013,others,roadster cooper s 2d,good,5,diesel,automatic,fwd,convertible,50k-100k
grand rapids,7000,2011,subaru,outback,excellent,4,gas,automatic,4wd,wagon,150k-200k
others,44000,2008,ford,Hummer H2,good,8,gas,automatic,4wd,SUV,50k-100k
