region,rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_range
others,39000,2021,bmw,3 series,good,5,gas,automatic,rwd,sedan,0-20k
others,26000,2019,jeep,renegade limited,good,4,gas,automatic,4wd,SUV,0-20k
others,4000,2005,honda,cr-v ex,good,5,gas,automatic,4wd,sedan,200k-300k
others,5000,2012,nissan,altima,good,5,gas,automatic,4wd,sedan,50k-100k
others,20000,1998,ford,explorer,good,5,gas,automatic,4wd,sedan,100k-150k
others,11000,2015,honda,civic,excellent,5,gas,automatic,fwd,sedan,100k-150k
others,6000,2005,cadillac,srx,good,6,gas,automatic,rwd,SUV,100k-150k
others,6000,2007,chevrolet,suburban 1500,like new,8,gas,automatic,4wd,truck,200k-300k
tucson,5000,2001,toyota,rav4,good,4,gas,automatic,fwd,SUV,200k-300k
others,27000,2014,chevrolet,silverado 1500 crew,good,6,gas,automatic,4wd,pickup,50k-100k
others,40000,2018,bmw,x3 m40i sport utility 4d,good,5,gas,automatic,4wd,other,20k-50k
north jersey,12000,2013,audi,s5,excellent,6,gas,automatic,rwd,coupe,150k-200k
others,24000,2019,toyota,c-hr limited,good,5,gas,automatic,fwd,other,0-20k
albuquerque,11000,2010,others,ex35,good,5,gas,automatic,4wd,wagon,100k-150k
tampa bay area,5000,2010,chevrolet,malibu,good,4,gas,automatic,fwd,sedan,150k-200k
north jersey,14000,2008,others,g8,good,8,gas,automatic,rwd,sedan,100k-150k
others,20000,2014,ford,f-150,excellent,6,gas,automatic,4wd,truck,50k-100k
nashville,30000,2017,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,20k-50k
orlando,20000,2018,toyota,camry,good,4,gas,automatic,fwd,sedan,20k-50k
others,30000,2015,gmc,sierra 3500hd,good,8,gas,automatic,4wd,truck,100k-150k
rochester,26000,2015,lexus,gs 350 sedan 4d,good,6,gas,other,rwd,sedan,50k-100k
others,22000,2016,dodge,grand caravan sxt wheelch,good,6,gas,automatic,fwd,van,50k-100k
others,7000,2000,chevrolet,silverado 1500,good,8,gas,automatic,4wd,sedan,150k-200k
others,30000,2015,chevrolet,silverado,good,5,diesel,automatic,4wd,pickup,100k-150k
others,12000,2007,chevrolet,avalanche,good,8,gas,automatic,4wd,SUV,100k-150k
SF bay area,21000,2017,honda,civic lx hatchback,good,5,other,automatic,fwd,hatchback,20k-50k
stockton,35000,2019,chevrolet,colorado crew cab z71,good,6,gas,other,4wd,pickup,0-20k
houston,20000,2018,subaru,impreza wrx premium,good,5,gas,automatic,4wd,sedan,20k-50k
others,20000,2015,honda,cr-v,good,5,gas,automatic,4wd,sedan,20k-50k
inland empire,5000,2007,bmw,x3 m3,good,6,gas,automatic,4wd,SUV,0-20k
others,34000,2018,others,enclave premium sport,good,5,other,other,4wd,other,20k-50k
others,20000,2015,bmw,x5,good,6,gas,automatic,rwd,SUV,50k-100k
los angeles,25000,2008,bmw,m3,good,5,gas,automatic,4wd,coupe,50k-100k
others,8000,2015,ford,taurus police interceptor,good,6,gas,automatic,4wd,sedan,50k-100k
tucson,18000,2012,honda,cr-v ex sport utility 4d,good,5,gas,other,4wd,other,20k-50k
atlanta,22000,2017,others,s60 t5 inscription sedan,good,5,gas,other,4wd,sedan,20k-50k
others,32000,2019,ford,Genesis G70 2.0T Advanced Sedan,good,5,gas,other,rwd,sedan,0-20k
seattle-tacoma,29000,2013,ford,f-150 platinum 4dr superc,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,1979,ford,f-150,good,5,gas,other,rwd,sedan,20k-50k
sacramento,8000,2011,nissan,quest,good,5,gas,automatic,fwd,mini-van,100k-150k
others,8000,2006,honda,odyssey,good,6,gas,automatic,fwd,mini-van,150k-200k
others,8000,2012,chrysler,300,good,6,gas,automatic,rwd,sedan,150k-200k
others,16000,2011,mercedes-benz,e-class,good,5,gas,automatic,4wd,coupe,20k-50k
"washington, DC",8000,2012,nissan,rogue,good,4,gas,automatic,4wd,wagon,100k-150k
others,9000,2011,toyota,venza,good,6,gas,automatic,4wd,sedan,100k-150k
others,8000,2004,ford,f-250,good,10,gas,automatic,4wd,pickup,150k-200k
others,18000,1991,ford,hummer h1,fair,8,diesel,automatic,4wd,truck,50k-100k
denver,9000,2012,volkswagen,passat se,excellent,5,gas,automatic,fwd,sedan,100k-150k
others,20000,2006,others,3,good,5,gas,automatic,fwd,sedan,150k-200k
new york city,17000,2019,hyundai,accent se sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,23000,2020,others,encore gx select sport,good,5,other,other,4wd,SUV,0-20k
others,16000,2018,chevrolet,cruze,like new,5,gas,automatic,4wd,sedan,0-20k
others,27000,1998,others,fuso fh211,good,4,diesel,manual,rwd,truck,150k-200k
others,20000,2003,honda,odyssey,fair,6,gas,automatic,4wd,sedan,150k-200k
others,5000,2008,chrysler,town and country,excellent,6,gas,automatic,4wd,mini-van,150k-200k
others,51000,2015,ford,f350 super duty larait,good,5,diesel,automatic,4wd,sedan,100k-150k
others,13000,2018,kia,optima,excellent,4,gas,automatic,fwd,sedan,50k-100k
central NJ,26000,2006,chevrolet,express cargo van,good,8,gas,automatic,rwd,truck,50k-100k
milwaukee,8000,2006,toyota,rav4,excellent,6,gas,automatic,fwd,SUV,100k-150k
others,17000,2011,ram,f-150,good,5,other,automatic,4wd,pickup,150k-200k
others,11000,2011,chevrolet,traverse,good,5,gas,automatic,4wd,SUV,100k-150k
others,34000,2018,lexus,gs 350 sedan 4d,good,6,gas,automatic,rwd,sedan,20k-50k
inland empire,5000,2006,nissan,murano xl,fair,6,gas,automatic,rwd,SUV,200k-300k
"st louis, MO",28000,2008,others,fuso fe145,good,4,diesel,automatic,rwd,truck,50k-100k
others,7000,2008,toyota,corolla,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,24000,2003,honda,s2000 convertible 6 speed,like new,4,gas,manual,rwd,convertible,50k-100k
spokane / coeur d'alene,20000,2001,subaru,outback,good,4,gas,manual,4wd,sedan,200k-300k
chicago,20000,2008,volkswagen,jetta,good,5,gas,automatic,4wd,sedan,100k-150k
others,6000,2013,hyundai,veloster,good,4,gas,automatic,fwd,hatchback,100k-150k
houston,33000,2018,bmw,x3,good,4,gas,automatic,4wd,SUV,20k-50k
atlanta,12000,2009,bmw,3 series,excellent,5,gas,automatic,rwd,sedan,20k-50k
others,20000,2016,ford,f-150 xlt 4x4,excellent,6,gas,automatic,4wd,truck,100k-150k
new york city,4000,2008,hyundai,elantra,good,4,gas,automatic,fwd,sedan,100k-150k
others,13000,2002,toyota,tacoma,excellent,4,gas,manual,4wd,pickup,100k-150k
"st louis, MO",19000,2013,toyota,tacoma access cab pickup,good,5,gas,automatic,4wd,pickup,50k-100k
others,40000,2018,others,model 3 long range sedan,good,5,hybrid,other,rwd,sedan,20k-50k
others,11000,1999,chevrolet,3500,good,0,gas,automatic,4wd,other,100k-150k
others,43000,2017,ford,f-650 sd,good,10,gas,automatic,rwd,truck,50k-100k
others,7000,2007,others,m35,excellent,5,gas,automatic,4wd,sedan,150k-200k
others,6000,2007,chevrolet,equinox ls,good,6,gas,automatic,fwd,SUV,150k-200k
others,19000,2017,chevrolet,equinox,good,5,gas,automatic,fwd,sedan,20k-50k
baltimore,4000,2010,others,xc60,good,6,gas,automatic,4wd,SUV,100k-150k
others,38000,2015,ford,f150 supercrew cab king,good,5,other,other,4wd,pickup,50k-100k
others,23000,2015,hyundai,genesis,good,6,gas,automatic,4wd,sedan,20k-50k
others,18000,2016,chevrolet,equinox,good,5,gas,automatic,fwd,sedan,20k-50k
others,14000,2000,chevrolet,3500,excellent,5,diesel,automatic,4wd,sedan,100k-150k
columbus,4000,2003,others,eclipse spyder gt,excellent,6,gas,automatic,4wd,sedan,100k-150k
others,9000,2013,chevrolet,cruze,excellent,4,gas,manual,fwd,sedan,50k-100k
boston,20000,2007,ford,HUMMER H3 AWD SUV,excellent,5,gas,automatic,4wd,pickup,0-20k
rochester,29000,2019,volkswagen,golf alltrack tsi s,good,5,other,other,4wd,wagon,0-20k
others,4000,2006,chevrolet,3500,fair,8,gas,automatic,rwd,sedan,200k-300k
others,41000,2018,bmw,x6 xdrive35i sport utility,good,5,gas,manual,4wd,other,50k-100k
others,20000,2019,ram,2500,good,6,diesel,automatic,4wd,truck,50k-100k
denver,19000,2015,mercedes-benz,benz,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,4000,2002,others,grand marquis,excellent,8,gas,automatic,rwd,sedan,50k-100k
others,28000,2013,ford,International TerraStar,good,8,diesel,automatic,rwd,sedan,100k-150k
others,10000,2010,chrysler,town & country,good,5,gas,automatic,fwd,mini-van,100k-150k
others,55000,2018,ford,f150 platinum 4x4 half ton,good,5,gas,automatic,4wd,truck,20k-50k
others,4000,2005,subaru,forester (natl),excellent,5,gas,automatic,4wd,hatchback,150k-200k
others,10000,2011,chevrolet,traverse,good,6,gas,automatic,4wd,SUV,150k-200k
others,20000,2008,honda,odyssey,good,5,gas,automatic,4wd,sedan,200k-300k
others,20000,2000,ford,isuzu npr box truck,good,4,diesel,automatic,rwd,truck,150k-200k
others,20000,2014,bmw,750li / alpina b7,good,5,gas,automatic,4wd,sedan,50k-100k
"washington, DC",8000,2012,honda,civic,excellent,4,gas,automatic,fwd,sedan,50k-100k
"st louis, MO",9000,2014,ford,edge sel crossover,good,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2014,jeep,compass,good,5,gas,automatic,4wd,sedan,100k-150k
others,41000,2018,lexus,gx 460 sport utility 4d,good,5,other,other,4wd,SUV,20k-50k
others,39000,2015,chevrolet,silverado 2500hd,excellent,8,diesel,automatic,4wd,truck,50k-100k
others,28000,1955,chevrolet,belair,excellent,8,gas,manual,rwd,sedan,0-20k
others,26000,2019,gmc,acadia slt-2 sport utility,good,6,gas,other,fwd,SUV,50k-100k
rochester,40000,2018,chevrolet,tahoe ls sport utility,good,8,gas,other,4wd,SUV,20k-50k
others,15000,2014,bmw,535i,good,5,gas,automatic,4wd,sedan,100k-150k
others,39000,2010,ram,f-150,good,5,diesel,automatic,4wd,pickup,50k-100k
others,19000,2018,jeep,cherokee,good,5,other,automatic,4wd,sedan,20k-50k
"st louis, MO",7000,1939,others,silver streak,good,8,gas,automatic,fwd,sedan,0-20k
ft myers / SW florida,6000,2014,chevrolet,cruze,good,4,gas,automatic,fwd,sedan,150k-200k
others,22000,2003,ford,f650,excellent,6,diesel,manual,rwd,truck,150k-200k
others,20000,2020,kia,soul,good,5,gas,automatic,fwd,hatchback,20k-50k
others,20000,2018,subaru,impreza,good,4,gas,manual,4wd,wagon,20k-50k
south florida,4000,2003,toyota,camry,excellent,4,gas,automatic,fwd,sedan,100k-150k
ft myers / SW florida,25000,2000,bmw,z3,good,5,gas,manual,rwd,convertible,50k-100k
"st louis, MO",34000,2017,chevrolet,silverado 1500,good,5,gas,automatic,4wd,pickup,50k-100k
others,14000,2006,chevrolet,silverado 2500hd,good,5,diesel,automatic,4wd,sedan,200k-300k
others,5000,2008,chevrolet,aveo,fair,4,gas,automatic,4wd,sedan,50k-100k
others,12000,1987,ford,1987 Cutlass,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,28000,2020,others,outlander gt sport,good,6,gas,other,4wd,other,20k-50k
others,21000,2014,honda,civic si coupe 2d,good,5,other,other,4wd,coupe,20k-50k
chicago,4000,2005,hyundai,tucson,excellent,6,gas,automatic,fwd,SUV,100k-150k
south jersey,28000,2018,others,mx-5 miata grand touring,good,5,gas,other,rwd,convertible,0-20k
minneapolis / st paul,20000,2020,kia,forte lxs sedan 4d,good,5,gas,other,fwd,sedan,0-20k
"kansas city, MO",13000,2013,dodge,grand caravan se,excellent,6,gas,automatic,fwd,mini-van,50k-100k
chicago,6000,2014,jeep,cherokee,good,5,gas,automatic,fwd,SUV,0-20k
others,37000,2019,chevrolet,silverado 1500 crew,good,8,gas,other,4wd,pickup,0-20k
others,32000,2018,gmc,savana 2500,like new,6,gas,automatic,rwd,van,0-20k
others,29000,2018,audi,q5 premium sport utility 4d,good,5,gas,other,4wd,SUV,20k-50k
chicago,7000,2008,mercedes-benz,benz ml320 cdi,good,5,diesel,automatic,4wd,sedan,150k-200k
boston,10000,2013,toyota,camry,excellent,5,gas,automatic,fwd,sedan,100k-150k
others,31000,2013,toyota,tacoma double cab,good,6,gas,other,4wd,pickup,20k-50k
central NJ,20000,2017,ford,explorer,good,5,gas,automatic,4wd,other,20k-50k
others,20000,2013,chrysler,300 4dr sdn 300s rwd,good,6,gas,automatic,rwd,sedan,50k-100k
others,30000,2013,ram,1500,excellent,0,gas,automatic,4wd,other,100k-150k
others,42000,2016,gmc,yukon slt,excellent,8,gas,automatic,4wd,SUV,50k-100k
others,8000,1984,chevrolet,elcamino,good,5,gas,automatic,4wd,sedan,0-20k
des moines,15000,2017,nissan,sentra,good,5,gas,automatic,4wd,sedan,0-20k
reno / tahoe,17000,2013,others,qx56,good,5,gas,automatic,4wd,wagon,150k-200k
los angeles,22000,2013,audi,a8 l,good,8,gas,automatic,4wd,sedan,50k-100k
others,20000,2016,dodge,dart,good,5,gas,automatic,4wd,sedan,100k-150k
others,34000,2011,ford,Explorer,good,6,gas,automatic,4wd,SUV,0-20k
others,33000,2020,acura,tlx,excellent,6,gas,other,4wd,sedan,20k-50k
san diego,20000,2016,toyota,camry,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,22000,2007,ram,3500 slt,excellent,6,diesel,automatic,rwd,pickup,150k-200k
others,10000,1993,chevrolet,k1500,good,6,gas,manual,4wd,sedan,200k-300k
others,20000,2002,chevrolet,suburan 2500 ls,good,8,gas,automatic,4wd,truck,300k-400k
milwaukee,4000,2002,gmc,yukon xl,good,5,gas,automatic,4wd,sedan,100k-150k
others,5000,2008,toyota,prius,good,5,hybrid,automatic,4wd,sedan,100k-150k
colorado springs,21000,2019,subaru,impreza,good,5,other,other,4wd,sedan,0-20k
others,20000,2012,chevrolet,traverse,good,5,gas,automatic,4wd,sedan,100k-150k
others,31000,2014,audi,q7 tdi prestige sport,good,6,gas,other,4wd,other,20k-50k
others,14000,2008,ford,f150 xlt,excellent,8,gas,automatic,rwd,pickup,100k-150k
long island,20000,2004,nissan,altima,excellent,5,gas,automatic,4wd,sedan,200k-300k
others,33000,2016,ford,f150 lariat 4x4,excellent,6,gas,automatic,4wd,pickup,50k-100k
others,20000,2019,dodge,charger,good,5,gas,automatic,rwd,sedan,0-20k
pittsburgh,11000,2014,nissan,frontier s king cab,good,4,gas,automatic,rwd,truck,100k-150k
milwaukee,19000,2014,mercedes-benz,m-class,excellent,5,gas,automatic,4wd,SUV,100k-150k
others,14000,2014,toyota,tacoma,excellent,5,gas,automatic,rwd,pickup,100k-150k
others,30000,2020,subaru,outback,good,5,gas,automatic,4wd,sedan,0-20k
detroit metro,4000,2004,ram,1500,fair,8,gas,automatic,4wd,pickup,150k-200k
others,25000,2013,bmw,1 series 135i convertible 2d,good,5,gas,other,rwd,other,20k-50k
others,19000,2014,lexus,rx350 awd gas suv auto,good,5,gas,automatic,4wd,SUV,100k-150k
others,40000,2019,nissan,370z nismo coupe 2d,good,6,gas,other,rwd,coupe,0-20k
others,20000,2011,ford,olet Silverado 2500HD,good,8,diesel,automatic,4wd,pickup,0-20k
others,29000,2017,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,20k-50k
others,12000,2009,ford,f150,excellent,8,gas,automatic,4wd,truck,100k-150k
orange county,20000,2014,toyota,tundra 2wd truck sr5 lif,good,8,gas,automatic,rwd,pickup,150k-200k
others,15000,2018,honda,civic ex,excellent,4,gas,automatic,fwd,sedan,20k-50k
houston,4000,2010,ford,fusion,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,35000,1950,others,2 door coup,excellent,5,gas,automatic,4wd,sedan,0-20k
houston,21000,2010,lexus,gx 460,good,8,gas,automatic,4wd,SUV,100k-150k
others,10000,2013,others,mks,good,5,gas,automatic,4wd,sedan,50k-100k
others,53000,2019,ford,f250,good,8,gas,automatic,4wd,truck,20k-50k
others,22000,1988,volkswagen,vanagon westfalia,excellent,4,gas,automatic,4wd,sedan,0-20k
others,30000,2016,ford,f150 xlt 4x4 1/2 ton gas,good,5,gas,automatic,4wd,truck,100k-150k
others,4000,2008,chevrolet,malibu 2lt,good,4,gas,automatic,4wd,sedan,200k-300k
others,14000,2008,chevrolet,tahoe,like new,8,gas,automatic,4wd,sedan,100k-150k
others,20000,2016,ford,flex,good,6,gas,automatic,fwd,SUV,50k-100k
"kansas city, MO",26000,2016,gmc,sierra 1500 regular cab,good,8,gas,other,4wd,pickup,20k-50k
jacksonville,7000,2012,nissan,sentra,good,4,gas,automatic,fwd,sedan,50k-100k
inland empire,29000,2014,others,cayenne,good,6,gas,automatic,4wd,SUV,50k-100k
sacramento,20000,2016,chevrolet,colorado 2wd,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,4000,2000,ford,Chevrolet3500,good,8,other,automatic,rwd,truck,150k-200k
others,4000,2003,honda,accord ex,good,4,gas,automatic,fwd,sedan,100k-150k
cincinnati,20000,2003,lexus,gs 300,excellent,6,gas,automatic,fwd,sedan,150k-200k
milwaukee,20000,2000,toyota,camry,good,5,gas,automatic,4wd,sedan,150k-200k
inland empire,9000,2014,kia,soul plus automatic,excellent,4,gas,manual,fwd,hatchback,50k-100k
detroit metro,10000,2007,others,navigator,good,5,gas,automatic,4wd,SUV,150k-200k
chicago,38000,2020,acura,rdx sh-awd a-spec pkg,good,5,gas,other,4wd,other,20k-50k
detroit metro,16000,2015,others,mkx base awd! awd,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,14000,2004,jeep,wrangler willys,excellent,6,gas,manual,4wd,truck,50k-100k
san diego,32000,2018,mercedes-benz,c-class hybrid,good,5,hybrid,other,4wd,sedan,20k-50k
jacksonville,35000,2018,ford,explorer,good,6,gas,automatic,fwd,SUV,20k-50k
"washington, DC",20000,2013,ford,expedition,good,5,other,automatic,4wd,SUV,50k-100k
tucson,6000,2012,ford,fusion se,good,4,gas,automatic,fwd,coupe,100k-150k
others,6000,2010,toyota,prius hybrid,excellent,5,hybrid,automatic,4wd,sedan,150k-200k
others,13000,2016,kia,sorento,good,5,gas,automatic,fwd,wagon,100k-150k
others,22000,2014,jeep,grand cherokee,good,6,diesel,automatic,4wd,SUV,100k-150k
others,9000,2011,nissan,maxima,good,5,gas,automatic,fwd,sedan,150k-200k
others,26000,2019,ram,1500 classic regular cab,good,8,gas,other,4wd,pickup,0-20k
others,30000,2015,jeep,wrangler unlimited,good,6,gas,manual,4wd,SUV,100k-150k
tampa bay area,17000,2014,mercedes-benz,e-class,good,5,gas,automatic,4wd,sedan,100k-150k
others,10000,2012,jeep,liberty latitude 4wd,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,17000,2017,ram,pickup 1500 express quad cab,good,6,other,automatic,rwd,other,100k-150k
rochester,12000,2015,subaru,xv crosstrek,good,4,gas,automatic,4wd,wagon,100k-150k
portland,20000,2015,jeep,renegade trailhawk,good,5,gas,automatic,4wd,sedan,50k-100k
stockton,11000,2016,chevrolet,sonic,excellent,5,gas,automatic,fwd,sedan,20k-50k
others,25000,2013,chevrolet,silverado,good,5,other,automatic,4wd,pickup,50k-100k
orlando,32000,2013,gmc,sierra,good,5,gas,automatic,4wd,pickup,100k-150k
atlanta,20000,2002,honda,civic,good,4,gas,automatic,fwd,sedan,200k-300k
others,34000,2018,mercedes-benz,gle 350 sport,good,6,gas,automatic,rwd,other,20k-50k
others,20000,2019,kia,sportage lx sport utility 4d,good,5,gas,other,fwd,SUV,0-20k
seattle-tacoma,36000,2017,ram,1500 4x4 gas,good,5,gas,automatic,4wd,truck,20k-50k
oklahoma city,20000,2003,lexus,rx,good,5,gas,automatic,fwd,SUV,150k-200k
sacramento,23000,2015,chevrolet,camaro ss coupe 2d,excellent,8,gas,automatic,rwd,coupe,100k-150k
pittsburgh,14000,2018,kia,soul ex plus,good,4,gas,automatic,fwd,wagon,20k-50k
others,35000,1978,toyota,land cruiser,good,8,gas,manual,4wd,SUV,500k+
inland empire,20000,2015,chevrolet,impala,good,5,gas,automatic,fwd,sedan,50k-100k
others,20000,2020,others,outlander sport es,good,5,other,other,4wd,hatchback,0-20k
others,20000,2015,subaru,forester 2.0xt premium,good,5,other,other,4wd,hatchback,50k-100k
others,22000,2019,chevrolet,trax,good,4,gas,automatic,4wd,SUV,20k-50k
others,26000,2013,mercedes-benz,e-class e 550,good,8,gas,automatic,rwd,coupe,20k-50k
others,46000,2020,acura,mdx advance pkg sport,good,6,gas,other,fwd,SUV,0-20k
others,14000,2017,volkswagen,jetta 1.4t s,like new,4,gas,automatic,fwd,sedan,20k-50k
pittsburgh,16000,2016,jeep,renegade,good,5,gas,automatic,4wd,SUV,50k-100k
others,20000,2017,jeep,renegade,good,4,gas,automatic,fwd,SUV,50k-100k
others,4000,2007,nissan,altima 3.5 se,good,5,gas,automatic,4wd,sedan,0-20k
others,15000,2012,hyundai,veloster coupe 3d,good,5,other,other,fwd,coupe,20k-50k
others,6000,2013,jeep,patriot,good,4,gas,manual,fwd,SUV,100k-150k
others,24000,2017,toyota,rav4 le awd gas suv auto,good,5,gas,automatic,4wd,SUV,20k-50k
nashville,20000,2017,mercedes-benz,s-class,good,5,gas,automatic,4wd,convertible,20k-50k
raleigh / durham / CH,43000,2013,ford,super duty f-250 srw,excellent,8,diesel,automatic,4wd,truck,100k-150k
others,18000,2003,ford,f-250 super duty,excellent,8,diesel,automatic,4wd,pickup,200k-300k
others,9000,2015,chrysler,200 limited,good,5,gas,automatic,4wd,sedan,100k-150k
others,10000,2011,subaru,outback 2.5i premium,excellent,4,gas,automatic,4wd,SUV,50k-100k
others,27000,2019,toyota,tacoma access cab sr,good,5,diesel,other,4wd,pickup,0-20k
new york city,14000,2008,ford,f350 xl,good,5,gas,automatic,4wd,sedan,50k-100k
others,30000,2014,ford,f150 supercrew cab,good,6,gas,automatic,4wd,pickup,50k-100k
others,13000,2016,toyota,camry se,good,4,gas,automatic,fwd,sedan,20k-50k
colorado springs,4000,1973,chevrolet,nova,good,5,gas,other,4wd,sedan,100k-150k
charlotte,16000,2007,ford,e150 chateau,good,8,gas,automatic,rwd,van,100k-150k
others,13000,2013,others,enclave awd,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,12000,2011,jeep,liberty,good,6,gas,automatic,4wd,SUV,50k-100k
portland,7000,2008,others,s40 2.4i 4dr sedan,good,5,gas,manual,4wd,sedan,100k-150k
south florida,18000,2016,jeep,grand cherokee,like new,6,gas,automatic,4wd,SUV,50k-100k
others,39000,2020,others,e-pace p250 sport utility,good,5,other,other,4wd,SUV,0-20k
others,20000,2006,gmc,envoy,good,5,gas,automatic,4wd,sedan,150k-200k
others,31000,2016,chevrolet,colorado crew cab z71,good,5,other,other,4wd,pickup,20k-50k
houston,20000,2012,audi,a8,good,5,gas,automatic,4wd,sedan,50k-100k
others,27000,2013,ford,f150 limited,good,5,gas,automatic,4wd,sedan,100k-150k
rochester,4000,2011,chevrolet,malibu,good,4,gas,automatic,fwd,sedan,100k-150k
others,14000,2001,bmw,f-150,like new,5,gas,manual,4wd,convertible,20k-50k
others,5000,2005,chevrolet,silverado 1500,fair,6,gas,manual,4wd,pickup,150k-200k
milwaukee,6000,2006,others,g35x,good,6,gas,automatic,4wd,sedan,100k-150k
others,35000,2016,gmc,canyon crew cab sle pickup,good,6,gas,other,4wd,pickup,20k-50k
others,20000,2015,dodge,intern,good,5,diesel,other,4wd,other,0-20k
others,36000,2011,dodge,challenger srt8 coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,32000,2018,audi,q5 premium sport utility 4d,good,5,gas,other,4wd,other,0-20k
others,5000,2004,bmw,x5 3.0i,good,5,gas,automatic,4wd,sedan,200k-300k
detroit metro,23000,2018,subaru,impreza 2.0i sport wagon,good,5,gas,other,4wd,wagon,0-20k
others,4000,2003,others,x-type,excellent,6,gas,automatic,rwd,sedan,100k-150k
others,20000,2007,ford,fusion,fair,6,gas,automatic,4wd,sedan,100k-150k
others,14000,2004,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,truck,100k-150k
others,8000,2010,audi,a4,good,4,gas,automatic,4wd,sedan,150k-200k
others,23000,2015,hyundai,genesis,good,6,gas,automatic,4wd,sedan,20k-50k
others,24000,2013,chevrolet,avalanche,good,8,gas,automatic,4wd,pickup,50k-100k
others,20000,2017,ram,1500,good,5,gas,automatic,fwd,pickup,50k-100k
others,4000,1986,toyota,supra,fair,6,gas,automatic,4wd,hatchback,200k-300k
others,20000,2015,ram,1500 4x4,good,8,gas,automatic,4wd,pickup,150k-200k
others,15000,2013,chevrolet,camaro,good,6,gas,automatic,rwd,other,20k-50k
others,20000,2018,nissan,titan maxed out pro-4x,excellent,8,gas,automatic,4wd,truck,0-20k
others,4000,2004,ford,f-150,good,6,gas,manual,rwd,truck,200k-300k
tampa bay area,8000,2011,bmw,328i,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,5000,2002,toyota,sequoia,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2020,chevrolet,malibu,good,5,gas,automatic,4wd,sedan,50k-100k
others,4000,2005,mercedes-benz,benz e320,excellent,5,diesel,automatic,4wd,sedan,400k-500k
south florida,6000,2011,jeep,compass,like new,4,gas,automatic,fwd,SUV,100k-150k
jacksonville,20000,2014,mercedes-benz,e-class,excellent,10,gas,automatic,rwd,sedan,50k-100k
others,9000,2006,subaru,baja turbo,good,4,gas,automatic,4wd,truck,100k-150k
others,14000,2014,honda,pilot ex-l,excellent,6,gas,automatic,fwd,SUV,100k-150k
long island,17000,2019,mercedes-benz,gla-class,excellent,5,gas,automatic,4wd,hatchback,50k-100k
others,10000,2015,nissan,quest 3.5 sv,good,6,gas,automatic,fwd,mini-van,100k-150k
others,20000,2012,mercedes-benz,cls-class 4dr sdn,good,8,gas,automatic,4wd,sedan,50k-100k
others,5000,2008,hyundai,elantra,good,5,gas,automatic,fwd,sedan,100k-150k
others,50000,2015,ford,super duty f-550 drw,good,8,diesel,automatic,4wd,truck,150k-200k
others,40000,2019,acura,mdx sh-awd w/technology,good,5,other,other,4wd,SUV,20k-50k
others,26000,2014,chevrolet,silverado texas ed.,excellent,8,gas,automatic,rwd,pickup,50k-100k
others,22000,2016,acura,mdx sh-awd w/advance,excellent,6,gas,automatic,4wd,SUV,50k-100k
chicago,4000,2010,others,5,good,5,gas,automatic,4wd,sedan,150k-200k
stockton,8000,2005,gmc,sierra 1500,good,5,gas,automatic,4wd,sedan,100k-150k
"st louis, MO",36000,2015,ford,maserati ghibli s q4,good,5,gas,automatic,4wd,sedan,20k-50k
others,4000,2002,lexus,rx 300,excellent,6,gas,automatic,4wd,SUV,150k-200k
others,4000,2008,dodge,grand caravan,good,5,gas,automatic,4wd,sedan,150k-200k
others,8000,2011,chevrolet,traverse,excellent,5,gas,automatic,4wd,sedan,150k-200k
others,37000,2018,audi,s5 prestige coupe 2d,good,6,gas,automatic,4wd,coupe,20k-50k
others,13000,2014,ford,escape,good,4,gas,automatic,4wd,SUV,50k-100k
others,9000,2012,chevrolet,express cargo van,good,6,gas,automatic,rwd,van,150k-200k
others,25000,2012,ram,2500 st,good,8,gas,automatic,4wd,truck,100k-150k
oklahoma city,20000,2003,ford,f-150,excellent,8,gas,automatic,4wd,pickup,100k-150k
houston,7000,2006,others,navigator,excellent,8,gas,automatic,rwd,SUV,100k-150k
others,44000,2019,ram,1500,good,5,gas,automatic,4wd,pickup,50k-100k
spokane / coeur d'alene,20000,2016,nissan,rogue 4dr s,good,4,gas,automatic,4wd,SUV,20k-50k
others,11000,2011,gmc,acadia denali,good,5,gas,automatic,4wd,sedan,100k-150k
others,6000,2008,honda,accord ex-l,good,5,gas,automatic,4wd,sedan,150k-200k
